Date,Hour,Rank,Topic,Volume
2019-01-03,17:05,9,Lovren,120.599
2019-01-03,17:05,10,Man City,107.292
2019-01-03,17:35,1,Aaliyah,16.140
2019-01-03,17:35,2,Liverpool,440.913
2019-01-03,17:35,3,#MCILIV,205.275
2019-01-03,17:35,4,R Kelly,70.249
2019-01-03,17:35,5,#FirstThingIDidIn2019,0
2019-01-03,17:35,6,Herb Kelleher,0
2019-01-03,17:35,7,#GeekyResolutions,0
2019-01-03,17:35,8,Jordan Poole,0
2019-01-03,17:35,9,Alexandria Ocasio-Cortez,37.912
2019-01-03,17:35,10,#YNWA,26.966
2019-01-03,18:00,1,Aaliyah,17.193
2019-01-03,18:00,2,R Kelly,76.055
2019-01-03,18:00,3,Liverpool,446.520
2019-01-03,18:00,4,#FirstThingIDidIn2019,0
2019-01-03,18:00,5,#MCILIV,207.039
2019-01-03,18:00,6,Herb Kelleher,0
2019-01-03,18:00,7,#SurvivingRKelly,21.149
2019-01-03,18:00,8,#GeekyResolutions,0
2019-01-03,18:00,9,Jordan Poole,0
2019-01-03,18:00,10,#iubb,0
2019-01-03,18:35,1,Kawhi,40.873
2019-01-03,18:35,2,Aaliyah,18.856
2019-01-03,18:35,3,#Gotham,17.475
2019-01-03,18:35,4,#LivePD,0
2019-01-03,18:35,5,#GoSpursGo,0
2019-01-03,18:35,6,#TitanGames,0
2019-01-03,18:35,7,R Kelly,84.408
2019-01-03,18:35,8,Danny Green,0
2019-01-03,18:35,9,#SurvivingRKelly,23.177
2019-01-03,18:35,10,Herb Kelleher,0
2019-01-03,19:05,1,Aaliyah,22.310
2019-01-03,19:05,2,Kawhi,49.040
2019-01-03,19:05,3,#SurvivingRKelly,28.135
2019-01-03,19:05,4,#Gotham,24.545
2019-01-03,19:05,5,Spurs,78.466
2019-01-03,19:05,6,#LivePD,0
2019-01-03,19:05,7,R Kelly,93.826
2019-01-03,19:05,8,#TitanGames,0
2019-01-03,19:05,9,Raptors,23.573
2019-01-03,19:05,10,Danny Green,0
2019-01-03,19:30,1,#SurvivingRKelly,59.271
2019-01-03,19:30,2,R Kelly,118.064
2019-01-03,19:30,3,Kawhi,57.447
2019-01-03,19:30,4,Aaliyah,24.246
2019-01-03,19:30,5,#Gotham,26.519
2019-01-03,19:30,6,#LivePD,11.945
2019-01-03,19:30,7,Spurs,86.569
2019-01-03,19:30,8,#TitanGames,0
2019-01-03,19:30,9,Lifetime,67.756
2019-01-03,19:30,10,Raptors,25.698
2019-01-03,20:00,1,#SurvivingRKelly,130.176
2019-01-03,20:00,2,Aaliyah,57.929
2019-01-03,20:00,3,R Kelly,160.132
2019-01-03,20:00,4,Kawhi,63.972
2019-01-03,20:00,5,#LivePD,14.510
2019-01-03,20:00,6,#TitanGames,0
2019-01-03,20:00,7,Spurs,93.146
2019-01-03,20:00,8,#Gotham,27.819
2019-01-03,20:00,9,Robert,93.452
2019-01-03,20:00,10,Lifetime,72.345
2019-01-03,20:30,1,#SurvivingRKelly,197.766
2019-01-03,20:30,2,R Kelly,207.921
2019-01-03,20:30,3,Aaliyah,74.967
2019-01-03,20:30,4,Bruce Kelly,0
2019-01-03,20:30,5,Kawhi,69.963
2019-01-03,20:30,6,You Are Not Alone,0
2019-01-03,20:30,7,#GoSpursGo,14.742
2019-01-03,20:30,8,#RKelly,0
2019-01-03,20:30,9,#LivePD,15.033
2019-01-03,20:30,10,#TitanGames,0
2019-01-03,21:05,1,#SurvivingRKelly,265.783
2019-01-03,21:05,2,R Kelly,264.172
2019-01-03,21:05,3,Aaliyah,85.630
2019-01-03,21:05,4,Sparkle,23.157
2019-01-03,21:05,5,Bruce Kelly,0
2019-01-03,21:05,6,Kawhi,79.478
2019-01-03,21:05,7,Robert,99.250
2019-01-03,21:05,8,#GoSpursGo,21.043
2019-01-03,21:05,9,I Believe I Can Fly,0
2019-01-03,21:05,10,Andrea,51.431
2019-01-03,21:34,1,#SurvivingRKelly,309.578
2019-01-03,21:34,2,R Kelly,313.025
2019-01-03,21:34,3,Aaliyah,93.952
2019-01-03,21:34,4,Sparkle,29.484
2019-01-03,21:34,5,Robert,103.720
2019-01-03,21:34,6,Bruce Kelly,0
2019-01-03,21:34,7,#RKelly,0
2019-01-03,21:34,8,Kawhi,83.765
2019-01-03,21:34,9,#GoSpursGo,22.558
2019-01-03,21:34,10,I Believe I Can Fly,0
2019-01-03,22:04,1,#SurvivingRKelly,336.871
2019-01-03,22:04,2,R Kelly,350.337
2019-01-03,22:04,3,Aaliyah,101.028
2019-01-03,22:04,4,Sparkle,31.412
2019-01-03,22:04,5,Robert,104.649
2019-01-03,22:04,6,#RKelly,0
2019-01-03,22:04,7,Bruce Kelly,0
2019-01-03,22:04,8,Kawhi,87.781
2019-01-03,22:04,9,I Believe I Can Fly,0
2019-01-03,22:04,10,#GoSpursGo,23.301
2019-01-03,22:29,1,#SurvivingRKelly,354.060
2019-01-03,22:29,2,R Kelly,376.385
2019-01-03,22:29,3,Aaliyah,105.375
2019-01-03,22:29,4,Sparkle,32.459
2019-01-03,22:29,5,Robert,106.887
2019-01-03,22:29,6,Bruce Kelly,0
2019-01-03,22:29,7,#RKelly,0
2019-01-03,22:29,8,Harden,34.252
2019-01-03,22:29,9,Jamal Murray,0
2019-01-03,22:29,10,Kawhi,90.583
2019-01-03,23:04,1,#SurvivingRKelly,374.785
2019-01-03,23:04,2,R Kelly,406.838
2019-01-03,23:04,3,James Harden,19.844
2019-01-03,23:04,4,Aaliyah,110.328
2019-01-03,23:04,5,Austin Rivers,0
2019-01-03,23:04,6,Rockets,24.785
2019-01-03,23:04,7,Sparkle,33.489
2019-01-03,23:04,8,Robert,107.765
2019-01-03,23:04,9,#RKelly,0
2019-01-03,23:04,10,#HOUvsGSW,0
2019-01-03,23:34,1,James Harden,93.792
2019-01-03,23:34,2,#SurvivingRKelly,389.323
2019-01-03,23:34,3,R Kelly,428.538
2019-01-03,23:34,4,Warriors,69.487
2019-01-03,23:34,5,#Rockets,21.056
2019-01-03,23:34,6,Austin Rivers,0
2019-01-03,23:34,7,Durant,33.662
2019-01-03,23:34,8,#HOUvsGSW,0
2019-01-03,23:34,9,Aaliyah,113.812
2019-01-03,23:34,10,Draymond,13.506
2019-01-04,00:04,1,James Harden,112.503
2019-01-04,00:04,2,#SurvivingRKelly,401.573
2019-01-04,00:04,3,R Kelly,446.665
2019-01-04,00:04,4,Warriors,76.146
2019-01-04,00:04,5,#Rockets,26.185
2019-01-04,00:04,6,Austin Rivers,0
2019-01-04,00:04,7,Durant,36.043
2019-01-04,00:04,8,#HOUvsGSW,0
2019-01-04,00:04,9,Aaliyah,116.567
2019-01-04,00:04,10,Draymond,16.387
2019-01-04,00:34,1,James Harden,121.691
2019-01-04,00:34,2,#SurvivingRKelly,412.463
2019-01-04,00:34,3,R Kelly,462.028
2019-01-04,00:34,4,Warriors,80.427
2019-01-04,00:34,5,#Rockets,28.997
2019-01-04,00:34,6,Austin Rivers,0
2019-01-04,00:34,7,Durant,37.516
2019-01-04,00:34,8,#njwk13,25.051
2019-01-04,00:34,9,Aaliyah,119.495
2019-01-04,00:34,10,#HOUvsGSW,0
2019-01-04,01:04,1,James Harden,128.011
2019-01-04,01:04,2,#SurvivingRKelly,421.005
2019-01-04,01:04,3,R Kelly,473.977
2019-01-04,01:04,4,#njwk13,31.677
2019-01-04,01:04,5,Warriors,82.559
2019-01-04,01:04,6,#Rockets,31.082
2019-01-04,01:04,7,Austin Rivers,0
2019-01-04,01:04,8,Durant,37.947
2019-01-04,01:04,9,Aaliyah,121.381
2019-01-04,01:04,10,#HOUvsGSW,0
2019-01-04,01:34,1,James Harden,132.844
2019-01-04,01:34,2,#njwk13,42.453
2019-01-04,01:34,3,#SurvivingRKelly,428.296
2019-01-04,01:34,4,R Kelly,483.230
2019-01-04,01:34,5,Warriors,84.764
2019-01-04,01:34,6,#Rockets,32.571
2019-01-04,01:34,7,Ibushi,0
2019-01-04,01:34,8,#WrestleKingdom13,0
2019-01-04,01:34,9,Durant,38.862
2019-01-04,01:34,10,Austin Rivers,0
2019-01-04,02:04,1,James Harden,136.731
2019-01-04,02:04,2,#njwk13,51.267
2019-01-04,02:04,3,R Kelly,491.656
2019-01-04,02:04,4,Warriors,86.015
2019-01-04,02:04,5,#Rockets,33.612
2019-01-04,02:04,6,#WrestleKingdom13,0
2019-01-04,02:04,7,Ibushi,0
2019-01-04,02:04,8,#WK13,0
2019-01-04,02:04,9,Austin Rivers,0
2019-01-04,02:04,10,Durant,39.116
2019-01-04,02:34,1,#njwk13,61.326
2019-01-04,02:34,2,James Harden,140.085
2019-01-04,02:34,3,#WrestleKingdom13,0
2019-01-04,02:34,4,#WK13,0
2019-01-04,02:34,5,Warriors,87.666
2019-01-04,02:34,6,#Rockets,34.502
2019-01-04,02:34,7,Ibushi,0
2019-01-04,02:34,8,Durant,39.802
2019-01-04,02:34,9,Austin Rivers,0
2019-01-04,02:34,10,#njpw,25.228
2019-01-04,03:04,1,#njwk13,71.447
2019-01-04,03:04,2,James Harden,142.972
2019-01-04,03:04,3,#WrestleKingdom13,0
2019-01-04,03:04,4,Kushida,0
2019-01-04,03:04,5,#WK13,0
2019-01-04,03:04,6,Warriors,88.548
2019-01-04,03:04,7,#Rockets,35.246
2019-01-04,03:04,8,Ibushi,0
2019-01-04,03:04,9,Juice Robinson,0
2019-01-04,03:04,10,#njpw,27.423
2019-01-04,03:35,1,#njwk13,84.619
2019-01-04,03:35,2,James Harden,145.932
2019-01-04,03:35,3,Jay White,0
2019-01-04,03:35,4,Okada,0
2019-01-04,03:35,5,#WrestleKingdom13,0
2019-01-04,03:35,6,#WK13,0
2019-01-04,03:35,7,Kushida,0
2019-01-04,03:35,8,#njpw,30.915
2019-01-04,03:35,9,Warriors,90.129
2019-01-04,03:35,10,#Rockets,36.024
2019-01-04,04:04,1,#njwk13,95.405
2019-01-04,04:04,2,James Harden,148.724
2019-01-04,04:04,3,Jay White,0
2019-01-04,04:04,4,Okada,0
2019-01-04,04:04,5,#WrestleKingdom13,0
2019-01-04,04:04,6,#WK13,0
2019-01-04,04:04,7,Naito,0
2019-01-04,04:04,8,Jericho,0
2019-01-04,04:04,9,Kushida,0
2019-01-04,04:04,10,#njpw,33.996
2019-01-04,04:35,1,#njwk13,104.822
2019-01-04,04:35,2,James Harden,151.844
2019-01-04,04:35,3,Jay White,0
2019-01-04,04:35,4,#WrestleKingdom13,0
2019-01-04,04:35,5,Okada,0
2019-01-04,04:35,6,#WK13,0
2019-01-04,04:35,7,Naito,10.306
2019-01-04,04:35,8,Jericho,0
2019-01-04,04:35,9,#njpw,36.759
2019-01-04,04:35,10,Kushida,0
2019-01-04,05:05,1,#njwk13,117.826
2019-01-04,05:05,2,James Harden,155.166
2019-01-04,05:05,3,#WrestleKingdom13,10.628
2019-01-04,05:05,4,#WK13,10.266
2019-01-04,05:05,5,Jay White,0
2019-01-04,05:05,6,Tanahashi,0
2019-01-04,05:05,7,Okada,0
2019-01-04,05:05,8,#njpw,40.497
2019-01-04,05:05,9,Omega,49.349
2019-01-04,05:05,10,Kenny,23.986
2019-01-04,05:35,1,#njwk13,124.020
2019-01-04,05:35,2,James Harden,158.722
2019-01-04,05:35,3,#WrestleKingdom13,11.000
2019-01-04,05:35,4,#FridayFeeling,37.011
2019-01-04,05:35,5,Tanahashi,0
2019-01-04,05:35,6,#WK13,10.473
2019-01-04,05:35,7,Jay White,0
2019-01-04,05:35,8,#FridayMotivation,20.741
2019-01-04,05:35,9,Okada,0
2019-01-04,05:35,10,Kenny,24.863
2019-01-04,06:05,1,#njwk13,127.602
2019-01-04,06:05,2,#FridayFeeling,40.111
2019-01-04,06:05,3,#FridayMotivation,22.283
2019-01-04,06:05,4,#WrestleKingdom13,11.095
2019-01-04,06:05,5,Tanahashi,0
2019-01-04,06:05,6,#TheyUsedToCallMe,0
2019-01-04,06:05,7,Jay White,0
2019-01-04,06:05,8,Okada,0
2019-01-04,06:05,9,Kenny,24.824
2019-01-04,06:05,10,Naito,11.211
2019-01-04,06:30,1,#njwk13,130.831
2019-01-04,06:30,2,#FridayFeeling,42.973
2019-01-04,06:30,3,#FridayMotivation,23.643
2019-01-04,06:30,4,#SarcasmIn5Words,0
2019-01-04,06:30,5,#TheyUsedToCallMe,0
2019-01-04,06:30,6,Jay White,0
2019-01-04,06:30,7,Tanahashi,0
2019-01-04,06:30,8,GO ACE,0
2019-01-04,06:30,9,Kenny,25.388
2019-01-04,06:30,10,Omega,50.742
2019-01-04,07:05,1,#FridayFeeling,47.858
2019-01-04,07:05,2,#njwk13,133.307
2019-01-04,07:05,3,#SarcasmIn5Words,0
2019-01-04,07:05,4,#FridayMotivation,25.611
2019-01-04,07:05,5,#NationalSpaghettiDay,0
2019-01-04,07:05,6,GO ACE,0
2019-01-04,07:05,7,Tanahashi,0
2019-01-04,07:05,8,Rashida Tlaib,69.463
2019-01-04,07:05,9,Okada,10.115
2019-01-04,07:05,10,Kenny,25.338
2019-01-04,07:35,1,#FridayFeeling,53.818
2019-01-04,07:35,2,#FridayMotivation,27.264
2019-01-04,07:35,3,#SarcasmIn5Words,0
2019-01-04,07:35,4,#njwk13,135.600
2019-01-04,07:35,5,#NationalSpaghettiDay,0
2019-01-04,07:35,6,Kevin Hart,0
2019-01-04,07:35,7,Rashida Tlaib,79.102
2019-01-04,07:35,8,George Welsh,0
2019-01-04,07:35,9,American President,0
2019-01-04,07:35,10,Friday of 2019,0
2019-01-04,08:05,1,#FridayFeeling,60.650
2019-01-04,08:05,2,#SarcasmIn5Words,0
2019-01-04,08:05,3,#FridayMotivation,29.070
2019-01-04,08:05,4,#njwk13,137.748
2019-01-04,08:05,5,#NationalTriviaDay,0
2019-01-04,08:05,6,Kevin Hart,0
2019-01-04,08:05,7,Rashida Tlaib,89.250
2019-01-04,08:05,8,George Welsh,0
2019-01-04,08:05,9,Friday of 2019,0
2019-01-04,08:05,10,Bob Quinn,0
2019-01-04,08:35,1,#FridayFeeling,68.951
2019-01-04,08:35,2,#SarcasmIn5Words,0
2019-01-04,08:35,3,#FridayMotivation,30.982
2019-01-04,08:35,4,#NationalTriviaDay,0
2019-01-04,08:35,5,#njwk13,140.117
2019-01-04,08:35,6,Kevin Hart,0
2019-01-04,08:35,7,Rashida Tlaib,101.305
2019-01-04,08:35,8,George Welsh,0
2019-01-04,08:35,9,Friday of 2019,0
2019-01-04,08:35,10,Ellen DeGeneres,0
2019-01-04,09:05,1,#FridayFeeling,76.013
2019-01-04,09:05,2,#NationalTriviaDay,0
2019-01-04,09:05,3,#FridayMotivation,32.858
2019-01-04,09:05,4,#SarcasmIn5Words,0
2019-01-04,09:05,5,#njwk13,141.221
2019-01-04,09:05,6,Kevin Hart,0
2019-01-04,09:05,7,Rashida Tlaib,112.260
2019-01-04,09:05,8,George Welsh,0
2019-01-04,09:05,9,Friday of 2019,0
2019-01-04,09:05,10,Stuart Scott,0
2019-01-04,09:30,1,#FridayFeeling,81.908
2019-01-04,09:30,2,#NationalTriviaDay,0
2019-01-04,09:30,3,#FridayMotivation,34.576
2019-01-04,09:30,4,#SarcasmIn5Words,0
2019-01-04,09:30,5,Kevin Hart,11.796
2019-01-04,09:30,6,#NationalSpaghettiDay,0
2019-01-04,09:30,7,Rashida Tlaib,124.494
2019-01-04,09:30,8,Stuart Scott,0
2019-01-04,09:30,9,Oscars,14.115
2019-01-04,09:30,10,Powell,19.350
2019-01-04,10:00,1,#FridayFeeling,89.701
2019-01-04,10:00,2,#NationalTriviaDay,0
2019-01-04,10:00,3,Justin Fields,0
2019-01-04,10:00,4,#FridayMotivation,37.816
2019-01-04,10:00,5,Kevin Hart,13.813
2019-01-04,10:00,6,#NationalSpaghettiDay,0
2019-01-04,10:00,7,#sarcasmin5words,0
2019-01-04,10:00,8,Rashida Tlaib,141.686
2019-01-04,10:00,9,Tate Martell,0
2019-01-04,10:00,10,Joey Porter,0
2019-01-04,10:35,1,#NationalTriviaDay,0
2019-01-04,10:35,2,#FridayFeeling,98.934
2019-01-04,10:35,3,Justin Fields,11.983
2019-01-04,10:35,4,#NationalSpaghettiDay,0
2019-01-04,10:35,5,#FridayMotivation,41.567
2019-01-04,10:35,6,Kevin Hart,16.454
2019-01-04,10:35,7,Tate Martell,0
2019-01-04,10:35,8,All-Pro,0
2019-01-04,10:35,9,Joey Porter,0
2019-01-04,10:35,10,#FridayThoughts,10.485
2019-01-04,11:05,1,#NationalTriviaDay,10.186
2019-01-04,11:05,2,#FridayFeeling,104.999
2019-01-04,11:05,3,Justin Fields,15.330
2019-01-04,11:05,4,All-Pro,13.385
2019-01-04,11:05,5,#NationalSpaghettiDay,0
2019-01-04,11:05,6,Kevin Hart,18.663
2019-01-04,11:05,7,#FridayMotivation,44.051
2019-01-04,11:05,8,Tate Martell,0
2019-01-04,11:05,9,Joey Porter,0
2019-01-04,11:05,10,#FridayThoughts,11.437
2019-01-04,11:35,1,#NationalTriviaDay,11.618
2019-01-04,11:35,2,#FridayFeeling,111.113
2019-01-04,11:35,3,All-Pro,18.235
2019-01-04,11:35,4,Justin Fields,17.546
2019-01-04,11:35,5,#NationalSpaghettiDay,0
2019-01-04,11:35,6,Kevin Hart,20.877
2019-01-04,11:35,7,#FridayMotivation,46.499
2019-01-04,11:35,8,#ThingsIWouldDoForFree,0
2019-01-04,11:35,9,Tate Martell,0
2019-01-04,11:35,10,Rashida Tlaib,194.842
2019-01-04,12:05,1,#NationalTriviaDay,13.088
2019-01-04,12:05,2,#FridayFeeling,116.470
2019-01-04,12:05,3,All-Pro,22.352
2019-01-04,12:05,4,Justin Fields,19.242
2019-01-04,12:05,5,Rose Garden,0
2019-01-04,12:05,6,#NationalSpaghettiDay,0
2019-01-04,12:05,7,Kevin Hart,22.854
2019-01-04,12:05,8,#ThingsIWouldDoForFree,0
2019-01-04,12:05,9,#FridayMotivation,48.677
2019-01-04,12:05,10,Tate Martell,0
2019-01-04,12:36,1,#NationalTriviaDay,14.843
2019-01-04,12:36,2,Rose Garden,13.666
2019-01-04,12:36,3,#FridayFeeling,121.355
2019-01-04,12:36,4,All-Pro,25.658
2019-01-04,12:36,5,Justin Fields,20.653
2019-01-04,12:36,6,#NationalSpaghettiDay,0
2019-01-04,12:36,7,Kevin Hart,24.739
2019-01-04,12:36,8,#ImpeachTheMF,0
2019-01-04,12:36,9,#ThingsIWouldDoForFree,0
2019-01-04,12:36,10,Rashida Tlaib,222.598
2019-01-04,13:06,1,#NationalTriviaDay,16.758
2019-01-04,13:06,2,Rose Garden,23.292
2019-01-04,13:06,3,#FridayFeeling,125.892
2019-01-04,13:06,4,All-Pro,28.696
2019-01-04,13:06,5,#ImpeachTheMF,12.456
2019-01-04,13:06,6,Justin Fields,21.718
2019-01-04,13:06,7,#NationalSpaghettiDay,0
2019-01-04,13:06,8,Kevin Hart,26.373
2019-01-04,13:06,9,#ThingsIWouldDoForFree,0
2019-01-04,13:06,10,Rashida Tlaib,235.006
2019-01-04,13:36,1,#NationalTriviaDay,18.539
2019-01-04,13:36,2,Rose Garden,32.323
2019-01-04,13:36,3,#ImpeachTheMF,16.376
2019-01-04,13:36,4,Jimmy Butler,0
2019-01-04,13:36,5,#FridayFeeling,130.219
2019-01-04,13:36,6,All-Pro,31.226
2019-01-04,13:36,7,Justin Fields,22.739
2019-01-04,13:36,8,#NationalSpaghettiDay,0
2019-01-04,13:36,9,Kevin Hart,28.297
2019-01-04,13:36,10,#AfterTheHolidaysI,0
2019-01-04,14:05,1,Jimmy Butler,0
2019-01-04,14:05,2,#NationalTriviaDay,20.259
2019-01-04,14:05,3,#ImpeachTheMF,20.248
2019-01-04,14:05,4,Rose Garden,40.199
2019-01-04,14:05,5,#FridayFeeling,134.248
2019-01-04,14:05,6,All-Pro,33.731
2019-01-04,14:05,7,Brett Brown,0
2019-01-04,14:05,8,Kevin Hart,30.203
2019-01-04,14:05,9,#NationalSpaghettiDay,0
2019-01-04,14:05,10,Justin Fields,23.634
2019-01-04,14:36,1,Jimmy Butler,12.808
2019-01-04,14:36,2,#NationalTriviaDay,21.963
2019-01-04,14:36,3,#ImpeachTheMF,25.258
2019-01-04,14:36,4,Rose Garden,46.721
2019-01-04,14:36,5,#FridayFeeling,138.277
2019-01-04,14:36,6,Brett Brown,0
2019-01-04,14:36,7,All-Pro,35.676
2019-01-04,14:36,8,#NationalRoastDay,14.978
2019-01-04,14:36,9,Kevin Hart,32.049
2019-01-04,14:36,10,#NationalSpaghettiDay,0
2019-01-04,15:06,1,Jimmy Butler,15.260
2019-01-04,15:06,2,#ImpeachTheMF,32.761
2019-01-04,15:06,3,#NationalTriviaDay,23.616
2019-01-04,15:06,4,Rose Garden,51.909
2019-01-04,15:06,5,Brett Brown,0
2019-01-04,15:06,6,Hundreds of TSA,0
2019-01-04,15:06,7,#NationalRoastDay,16.264
2019-01-04,15:06,8,All-Pro,37.359
2019-01-04,15:06,9,Kevin Hart,33.675
2019-01-04,15:06,10,#NationalSpaghettiDay,0
2019-01-04,15:35,1,Jimmy Butler,17.291
2019-01-04,15:35,2,#ImpeachTheMF,42.069
2019-01-04,15:35,3,#NationalTriviaDay,25.037
2019-01-04,15:35,4,Hundreds of TSA,0
2019-01-04,15:35,5,#WhyMyCityIsSpecial,0
2019-01-04,15:35,6,Rose Garden,56.378
2019-01-04,15:35,7,Brett Brown,0
2019-01-04,15:35,8,#NationalRoastDay,18.094
2019-01-04,15:35,9,All-Pro,38.998
2019-01-04,15:35,10,Carmen Sandiego,0
2019-01-04,16:05,1,#ImpeachTheMF,53.389
2019-01-04,16:05,2,Jimmy Butler,19.236
2019-01-04,16:05,3,#NationalTriviaDay,26.317
2019-01-04,16:05,4,#WhyMyCityIsSpecial,0
2019-01-04,16:05,5,Hundreds of TSA,0
2019-01-04,16:05,6,Rose Garden,60.119
2019-01-04,16:05,7,Brett Brown,0
2019-01-04,16:05,8,#NationalRoastDay,19.561
2019-01-04,16:05,9,All-Pro,40.231
2019-01-04,16:05,10,Carmen Sandiego,0
2019-01-04,16:30,1,#ImpeachTheMF,64.091
2019-01-04,16:30,2,Jimmy Butler,20.727
2019-01-04,16:30,3,#NationalTriviaDay,27.386
2019-01-04,16:30,4,#WhyMyCityIsSpecial,0
2019-01-04,16:30,5,Hundreds of TSA,0
2019-01-04,16:30,6,#NationalRoastDay,20.675
2019-01-04,16:30,7,#USAWJC,0
2019-01-04,16:30,8,Rose Garden,0
2019-01-04,16:30,9,Brett Brown,0
2019-01-04,16:30,10,All-Pro,41.340
2019-01-04,17:00,1,#ImpeachTheMF,78.018
2019-01-04,17:00,2,Jimmy Butler,22.391
2019-01-04,17:00,3,#ILoveBeingAloneBecause,0
2019-01-04,17:00,4,#WhyMyCityIsSpecial,0
2019-01-04,17:00,5,#NationalTriviaDay,28.828
2019-01-04,17:00,6,Hundreds of TSA,0
2019-01-04,17:00,7,#USAWJC,0
2019-01-04,17:00,8,Rose Garden,66.611
2019-01-04,17:00,9,Elijah Holyfield,0
2019-01-04,17:00,10,Brett Brown,0
2019-01-04,17:30,1,#ImpeachTheMF,92.871
2019-01-04,17:30,2,#ILoveBeingAloneBecause,0
2019-01-04,17:30,3,Jimmy Butler,23.815
2019-01-04,17:30,4,#WhyMyCityIsSpecial,0
2019-01-04,17:30,5,#NationalTriviaDay,30.003
2019-01-04,17:30,6,Hundreds of TSA,0
2019-01-04,17:30,7,#SurvivingSJU,0
2019-01-04,17:30,8,Rose Garden,69.831
2019-01-04,17:30,9,Gavin McInnes,0
2019-01-04,17:30,10,Elijah Holyfield,0
2019-01-04,18:05,1,#ImpeachTheMF,112.969
2019-01-04,18:05,2,#ILoveBeingAloneBecause,0
2019-01-04,18:05,3,#WhyMyCityIsSpecial,0
2019-01-04,18:05,4,Jimmy Butler,25.209
2019-01-04,18:05,5,#ThingsNeverSaidOnTwilightZone,0
2019-01-04,18:05,6,Paul Pierce,0
2019-01-04,18:05,7,Hundreds of TSA,0
2019-01-04,18:05,8,#SurvivingSJU,0
2019-01-04,18:05,9,Gavin McInnes,0
2019-01-04,18:05,10,National Emergency,95.254
2019-01-04,18:32,1,#ImpeachTheMF,130.133
2019-01-04,18:32,2,#ILoveBeingAloneBecause,0
2019-01-04,18:32,3,#ThingsNeverSaidOnTwilightZone,0
2019-01-04,18:32,4,#WhyMyCityIsSpecial,0
2019-01-04,18:32,5,Jimmy Butler,26.070
2019-01-04,18:32,6,Paul Pierce,0
2019-01-04,18:32,7,#MacGyver,0
2019-01-04,18:32,8,Hundreds of TSA,0
2019-01-04,18:32,9,Gavin McInnes,0
2019-01-04,18:32,10,National Emergency,105.527
2019-01-04,19:02,1,#AllStars4,0
2019-01-04,19:02,2,#ImpeachTheMF,147.159
2019-01-04,19:02,3,#ILoveBeingAloneBecause,0
2019-01-04,19:02,4,#ThingsNeverSaidOnTwilightZone,0
2019-01-04,19:02,5,#WhyMyCityIsSpecial,0
2019-01-04,19:02,6,Jimmy Butler,26.905
2019-01-04,19:02,7,Paul Pierce,0
2019-01-04,19:02,8,Latrice,0
2019-01-04,19:02,9,Brad Wanamaker,0
2019-01-04,19:02,10,Gavin McInnes,0
2019-01-04,19:32,1,#AllStars4,10.455
2019-01-04,19:32,2,#ImpeachTheMF,162.357
2019-01-04,19:32,3,#ILoveBeingAloneBecause,0
2019-01-04,19:32,4,#ThingsNeverSaidOnTwilightZone,0
2019-01-04,19:32,5,#LoveAfterLockup,0
2019-01-04,19:32,6,Latrice,0
2019-01-04,19:32,7,Paul Pierce,0
2019-01-04,19:32,8,Jimmy Butler,27.699
2019-01-04,19:32,9,Monet,0
2019-01-04,19:32,10,Brad Wanamaker,0
2019-01-04,20:02,1,#AllStars4,13.159
2019-01-04,20:02,2,#ImpeachTheMF,177.482
2019-01-04,20:02,3,#LivePD,16.335
2019-01-04,20:02,4,Sparkle,41.224
2019-01-04,20:02,5,#ILoveBeingAloneBecause,0
2019-01-04,20:02,6,#LoveAfterLockup,0
2019-01-04,20:02,7,Latrice,0
2019-01-04,20:02,8,Jimmy Butler,28.374
2019-01-04,20:02,9,Dirk,0
2019-01-04,20:02,10,Paul Pierce,0
2019-01-04,20:32,1,#AllStars4,14.185
2019-01-04,20:32,2,#SurvivingRKellly,21.737
2019-01-04,20:32,3,Dirk,11.793
2019-01-04,20:32,4,#LivePD,20.352
2019-01-04,20:32,5,#ImpeachTheMF,189.726
2019-01-04,20:32,6,Sparkle,44.699
2019-01-04,20:32,7,#ILoveBeingAloneBecause,0
2019-01-04,20:32,8,Trapped in the Closet,0
2019-01-04,20:32,9,Carey,14.852
2019-01-04,20:32,10,Andrea,55.350
2019-01-04,21:02,1,#SurvivingRKellly,28.115
2019-01-04,21:02,2,#AllStars4,14.922
2019-01-04,21:02,3,#LivePD,24.105
2019-01-04,21:02,4,Dirk,14.368
2019-01-04,21:02,5,#ImpeachTheMF,201.236
2019-01-04,21:02,6,Sparkle,38.973
2019-01-04,21:02,7,Bruce Kelly,0
2019-01-04,21:02,8,#ILoveBeingAloneBecause,0
2019-01-04,21:02,9,Carey,14.555
2019-01-04,21:02,10,trapped in the closet,0
2019-01-04,21:37,1,#SurvivingRKellly,34.329
2019-01-04,21:37,2,#LivePD,27.425
2019-01-04,21:37,3,#AllStars4,15.925
2019-01-04,21:37,4,Dirk,16.222
2019-01-04,21:37,5,#ImpeachTheMF,214.421
2019-01-04,21:37,6,Sparkle,41.057
2019-01-04,21:37,7,Bruce Kelly,0
2019-01-04,21:37,8,#LoveAfterLockup,0
2019-01-04,21:37,9,Jerhonda,0
2019-01-04,21:37,10,Andrea,55.129
2019-01-04,22:07,1,#SurvivingRKellly,36.924
2019-01-04,22:07,2,#LivePD,29.525
2019-01-04,22:07,3,#AllStars4,16.673
