Date,Hour,Rank,Topic,Volume
2019-01-06,03:06,4,Jonghyun,67.667
2019-01-06,03:06,5,#hunterxhunter,0
2019-01-06,03:06,6,#WAWind,0
2019-01-06,03:06,7,Stray Kids,103.923
2019-01-06,03:06,8,Justin Jackson,0
2019-01-06,03:06,9,We Dem Boyz,0
2019-01-06,03:06,10,Monsta X,255.682
2019-01-06,03:36,1,#BTSatGDA,408.082
2019-01-06,03:36,2,#MuteRKelly,28.964
2019-01-06,03:36,3,#WAWind,0
2019-01-06,03:36,4,Monsta X,274.154
2019-01-06,03:36,5,#GDA2019,622.206
2019-01-06,03:36,6,#Toonami,0
2019-01-06,03:36,7,Jonghyun,84.668
2019-01-06,03:36,8,Stray Kids,114.151
2019-01-06,03:36,9,Justin Jackson,0
2019-01-06,03:36,10,We Dem Boyz,0
2019-01-06,04:06,1,#BTSatGDA,543.695
2019-01-06,04:06,2,#MuteRKelly,29.678
2019-01-06,04:06,3,#WAWind,0
2019-01-06,04:06,4,ARMY SARANGHAE,10.650
2019-01-06,04:06,5,#GDA2019,576.987
2019-01-06,04:06,6,#windstorm,0
2019-01-06,04:06,7,Monsta X,277.118
2019-01-06,04:06,8,Jonghyun,98.362
2019-01-06,04:06,9,Good Sunday,0
2019-01-06,04:06,10,Stray Kids,122.129
2019-01-06,04:31,1,#BTSatGDA,638.909
2019-01-06,04:31,2,#WAWind,0
2019-01-06,04:31,3,#SundayMorning,0
2019-01-06,04:31,4,ARMY SARANGHAE,16.254
2019-01-06,04:31,5,#windstorm,0
2019-01-06,04:31,6,Good Sunday,0
2019-01-06,04:31,7,#GDA2019,605.504
2019-01-06,04:31,8,Monsta X,287.791
2019-01-06,04:31,9,Jonghyun,108.549
2019-01-06,04:31,10,Feliz Día de Reyes,14.465
2019-01-06,05:06,1,#BTSatGDA,714.961
2019-01-06,05:06,2,#SundayMorning,0
2019-01-06,05:06,3,#WAWind,0
2019-01-06,05:06,4,#windstorm,0
2019-01-06,05:06,5,#WayV_TEN,140.495
2019-01-06,05:06,6,Feliz Día de Reyes,16.243
2019-01-06,05:06,7,ARMY SARANGHAE,19.618
2019-01-06,05:06,8,Good Sunday,0
2019-01-06,05:06,9,monsta x,281.906
2019-01-06,05:06,10,Jonghyun,119.799
2019-01-06,05:34,1,#BTSatGDA,768.103
2019-01-06,05:34,2,#SundayMorning,0
2019-01-06,05:34,3,#WAWind,0
2019-01-06,05:34,4,Good Sunday,0
2019-01-06,05:34,5,#SundayMotivation,29.586
2019-01-06,05:34,6,Feliz Día de Reyes,17.966
2019-01-06,05:34,7,#IWouldBetMyLifeOn,0
2019-01-06,05:34,8,ARMY SARANGHAE,21.674
2019-01-06,05:34,9,monsta x,291.928
2019-01-06,05:34,10,Jonghyun,128.666
2019-01-06,06:04,1,#SundayMorning,10.876
2019-01-06,06:04,2,#BTSatGDA,803.575
2019-01-06,06:04,3,#IWouldBetMyLifeOn,0
2019-01-06,06:04,4,#SundayMotivation,31.397
2019-01-06,06:04,5,#SundayThoughts,0
2019-01-06,06:04,6,Feliz Día de Reyes,19.782
2019-01-06,06:04,7,Good Sunday,0
2019-01-06,06:04,8,ARMY SARANGHAE,23.084
2019-01-06,06:04,9,The Greater Glory,0
2019-01-06,06:04,10,monsta x,277.136
2019-01-06,06:34,1,#SundayMorning,12.199
2019-01-06,06:34,2,#BirthdaysInFiveWords,0
2019-01-06,06:34,3,#BTSatGDA,841.909
2019-01-06,06:34,4,#SundayThoughts,10.124
2019-01-06,06:34,5,#SundayMotivation,33.511
2019-01-06,06:34,6,Feliz Día de Reyes,22.045
2019-01-06,06:34,7,Good Sunday,0
2019-01-06,06:34,8,Happy Epiphany,0
2019-01-06,06:34,9,Sunday of 2019,0
2019-01-06,06:34,10,The Greater Glory,0
2019-01-06,07:04,1,#SundayMorning,14.001
2019-01-06,07:04,2,#BirthdaysInFiveWords,0
2019-01-06,07:04,3,#SundayThoughts,11.028
2019-01-06,07:04,4,#SundayMotivation,35.436
2019-01-06,07:04,5,#Epiphany,31.540
2019-01-06,07:04,6,Feliz Día de Reyes,23.900
2019-01-06,07:04,7,Good Sunday,0
2019-01-06,07:04,8,Happy Epiphany,0
2019-01-06,07:04,9,First Sunday,14.138
2019-01-06,07:04,10,The Greater Glory,0
2019-01-06,07:34,1,#SundayMorning,16.323
2019-01-06,07:34,2,#BirthdaysInFiveWords,0
2019-01-06,07:34,3,#SundayThoughts,12.196
2019-01-06,07:34,4,#SundayMotivation,37.587
2019-01-06,07:34,5,#Epiphany,32.600
2019-01-06,07:34,6,Feliz Día de Reyes,26.075
2019-01-06,07:34,7,Good Sunday,0
2019-01-06,07:34,8,Mick Mulvaney,0
2019-01-06,07:34,9,First Sunday,14.839
2019-01-06,07:34,10,Happy Epiphany,0
2019-01-06,08:04,1,#SundayMorning,18.842
2019-01-06,08:04,2,#BirthdaysInFiveWords,0
2019-01-06,08:04,3,#SundayThoughts,13.580
2019-01-06,08:04,4,#SundayMotivation,39.736
2019-01-06,08:04,5,#Epiphany,30.360
2019-01-06,08:04,6,Reyes,671.159
2019-01-06,08:04,7,Good Sunday,0
2019-01-06,08:04,8,First Sunday,15.419
2019-01-06,08:04,9,Mick Mulvaney,0
2019-01-06,08:04,10,happy epiphany,0
2019-01-06,08:34,1,#SundayMorning,21.582
2019-01-06,08:34,2,#BirthdaysInFiveWords,0
2019-01-06,08:34,3,#SundayThoughts,14.951
2019-01-06,08:34,4,#SundayMotivation,42.134
2019-01-06,08:34,5,#MyFirstLegislation,0
2019-01-06,08:34,6,Reyes,696.664
2019-01-06,08:34,7,First Sunday,16.060
2019-01-06,08:34,8,Good Sunday,0
2019-01-06,08:34,9,Go Birds,0
2019-01-06,08:34,10,Mick Mulvaney,0
2019-01-06,09:04,1,#SundayMorning,24.667
2019-01-06,09:04,2,#SundayThoughts,16.162
2019-01-06,09:04,3,#BirthdaysInFiveWords,0
2019-01-06,09:04,4,#SundayMotivation,44.269
2019-01-06,09:04,5,#SundayFunday,0
2019-01-06,09:04,6,Reyes,696.646
2019-01-06,09:04,7,First Sunday,16.592
2019-01-06,09:04,8,Fulham,0
2019-01-06,09:04,9,Mick Mulvaney,0
2019-01-06,09:04,10,Go Birds,0
2019-01-06,09:35,1,#SundayMorning,28.503
2019-01-06,09:35,2,#SundayThoughts,17.511
2019-01-06,09:35,3,#BirthdaysInFiveWords,0
2019-01-06,09:35,4,#SundayMotivation,46.740
2019-01-06,09:35,5,#SundayFunday,0
2019-01-06,09:35,6,Reyes,722.046
2019-01-06,09:35,7,Jazmine Barnes,48.797
2019-01-06,09:35,8,First Sunday,17.264
2019-01-06,09:35,9,Fulham,0
2019-01-06,09:35,10,Go Birds,0
2019-01-06,10:00,1,#SundayMorning,31.548
2019-01-06,10:00,2,#SundayThoughts,18.751
2019-01-06,10:00,3,#BirthdaysInFiveWords,0
2019-01-06,10:00,4,#SundayMotivation,48.435
2019-01-06,10:00,5,#BearDown,0
2019-01-06,10:00,6,Reyes,714.906
2019-01-06,10:00,7,Jazmine Barnes,50.606
2019-01-06,10:00,8,First Sunday,17.704
2019-01-06,10:00,9,Go Birds,0
2019-01-06,10:00,10,Chris Wallace,0
2019-01-06,10:35,1,#SundayMorning,35.596
2019-01-06,10:35,2,#SundayThoughts,20.644
2019-01-06,10:35,3,#anotheryearstillqueer,0
2019-01-06,10:35,4,#BirthdaysInFiveWords,0
2019-01-06,10:35,5,#SundayFunday,0
2019-01-06,10:35,6,First Sunday,18.469
2019-01-06,10:35,7,Reyes,744.527
2019-01-06,10:35,8,Jazmine Barnes,54.297
2019-01-06,10:35,9,Chris Wallace,0
2019-01-06,10:35,10,Golden Globes,23.667
2019-01-06,11:05,1,Ray Lewis,0
2019-01-06,11:05,2,#RavensFlock,0
2019-01-06,11:05,3,#anotheryearstillqueer,0
2019-01-06,11:05,4,#SundayMorning,39.237
2019-01-06,11:05,5,#SundayThoughts,22.138
2019-01-06,11:05,6,Chargers,96.414
2019-01-06,11:05,7,#LACvsBAL,0
2019-01-06,11:05,8,First Sunday,18.946
2019-01-06,11:05,9,Jazmine Barnes,56.684
2019-01-06,11:05,10,Chris Wallace,12.767
2019-01-06,11:30,1,Ray Lewis,0
2019-01-06,11:30,2,Ravens,68.729
2019-01-06,11:30,3,Chargers,107.874
2019-01-06,11:30,4,Lamar Jackson,0
2019-01-06,11:30,5,#LACvsBAL,0
2019-01-06,11:30,6,Melvin Gordon,28.296
2019-01-06,11:30,7,#anotheryearstillqueer,0
2019-01-06,11:30,8,#SundayThoughts,23.824
2019-01-06,11:30,9,#SundayMorning,41.784
2019-01-06,11:30,10,#FightForEachOther,0
2019-01-06,12:05,1,Lamar Jackson,10.993
2019-01-06,12:05,2,Ravens,81.915
2019-01-06,12:05,3,#LACvsBAL,11.656
2019-01-06,12:05,4,Chargers,120.122
2019-01-06,12:05,5,Flacco,0
2019-01-06,12:05,6,Ray Lewis,0
2019-01-06,12:05,7,Melvin Gordon,29.659
2019-01-06,12:05,8,#anotheryearstillqueer,0
2019-01-06,12:05,9,Rivers,27.247
2019-01-06,12:05,10,Tony Romo,0
2019-01-06,12:35,1,Lamar Jackson,15.835
2019-01-06,12:35,2,Flacco,17.711
2019-01-06,12:35,3,Ravens,97.272
2019-01-06,12:35,4,#LACvsBAL,15.333
2019-01-06,12:35,5,Chargers,132.164
2019-01-06,12:35,6,Ray Lewis,0
2019-01-06,12:35,7,Rivers,31.256
2019-01-06,12:35,8,Melvin Gordon,29.980
2019-01-06,12:35,9,#anotheryearstillqueer,0
2019-01-06,12:35,10,Tony Romo,0
2019-01-06,13:05,1,Flacco,30.823
2019-01-06,13:05,2,Lamar Jackson,22.621
2019-01-06,13:05,3,Ravens,114.932
2019-01-06,13:05,4,#LACvsBAL,19.008
2019-01-06,13:05,5,Chargers,132.866
2019-01-06,13:05,6,Ray Lewis,0
2019-01-06,13:05,7,Tony Romo,0
2019-01-06,13:05,8,Rivers,32.644
2019-01-06,13:05,9,#anotheryearstillqueer,10.938
2019-01-06,13:05,10,Melvin Gordon,25.057
2019-01-06,13:30,1,Flacco,37.629
2019-01-06,13:30,2,#LACvsBAL,25.469
2019-01-06,13:30,3,Ravens,136.656
2019-01-06,13:30,4,Lamar Jackson,25.597
2019-01-06,13:30,5,Chargers,149.616
2019-01-06,13:30,6,Justin Tucker,0
2019-01-06,13:30,7,Antonio Gates,0
2019-01-06,13:30,8,Harbaugh,0
2019-01-06,13:30,9,Rivers,35.377
2019-01-06,13:30,10,Tony Romo,0
2019-01-06,14:00,1,Flacco,63.544
2019-01-06,14:00,2,Lamar Jackson,42.977
2019-01-06,14:00,3,Ravens,172.470
2019-01-06,14:00,4,#LACvsBAL,32.310
2019-01-06,14:00,5,Chargers,156.455
2019-01-06,14:00,6,Harbaugh,14.252
2019-01-06,14:00,7,Philip Rivers,13.728
2019-01-06,14:00,8,#BALvsLAC,0
2019-01-06,14:00,9,Tony Romo,0
2019-01-06,14:00,10,Justin Tucker,0
2019-01-06,14:35,1,Lamar Jackson,57.763
2019-01-06,14:35,2,Flacco,75.555
2019-01-06,14:35,3,Ravens,211.599
2019-01-06,14:35,4,#LACvsBAL,40.038
2019-01-06,14:35,5,Chargers,196.158
2019-01-06,14:35,6,Harbaugh,16.359
2019-01-06,14:35,7,Rivers,55.296
2019-01-06,14:35,8,#BoltUp,0
2019-01-06,14:35,9,#FlyEaglesFly,44.075
2019-01-06,14:35,10,Tony Romo,0
2019-01-06,15:00,1,Lamar Jackson,61.234
2019-01-06,15:00,2,Flacco,79.344
2019-01-06,15:00,3,Ravens,222.317
2019-01-06,15:00,4,Chargers,203.419
2019-01-06,15:00,5,#LACvsBAL,40.985
2019-01-06,15:00,6,#FlyEaglesFly,51.188
2019-01-06,15:00,7,Bears,91.736
2019-01-06,15:00,8,#PHIvsCHI,23.027
2019-01-06,15:00,9,#BearDown,11.432
2019-01-06,15:00,10,Harbaugh,17.983
2019-01-06,15:35,1,Lamar Jackson,64.644
2019-01-06,15:35,2,Flacco,83.590
2019-01-06,15:35,3,Ravens,232.136
2019-01-06,15:35,4,Chargers,214.139
2019-01-06,15:35,5,#LACvsBAL,41.748
2019-01-06,15:35,6,#FlyEaglesFly,56.177
2019-01-06,15:35,7,#PHIvsCHI,27.008
2019-01-06,15:35,8,Bears,104.287
2019-01-06,15:35,9,#BearDown,12.348
2019-01-06,15:35,10,Michael Bennett,0
2019-01-06,16:00,1,Lamar Jackson,66.274
2019-01-06,16:00,2,Flacco,85.635
2019-01-06,16:00,3,Ravens,235.811
2019-01-06,16:00,4,#PHIvsCHI,29.821
2019-01-06,16:00,5,Foles,27.008
2019-01-06,16:00,6,Bears,110.728
2019-01-06,16:00,7,#FlyEaglesFly,58.523
2019-01-06,16:00,8,Chargers,213.770
2019-01-06,16:00,9,#LACvsBAL,42.006
2019-01-06,16:00,10,Golden Tate,0
2019-01-06,16:30,1,#PHIvsCHI,35.175
2019-01-06,16:30,2,Bears,122.324
2019-01-06,16:30,3,Lamar Jackson,69.870
2019-01-06,16:30,4,#FlyEaglesFly,61.335
2019-01-06,16:30,5,Ravens,242.384
2019-01-06,16:30,6,Flacco,87.863
2019-01-06,16:30,7,#GoldenGlobes,95.003
2019-01-06,16:30,8,Foles,28.703
2019-01-06,16:30,9,Chargers,219.006
2019-01-06,16:30,10,#LACvsBAL,42.519
2019-01-06,17:05,1,#GoldenGlobes,161.589
2019-01-06,17:05,2,#PHIvsCHI,39.185
2019-01-06,17:05,3,Bears,132.245
2019-01-06,17:05,4,#FlyEaglesFly,69.084
2019-01-06,17:05,5,Lamar Jackson,73.104
2019-01-06,17:05,6,Foles,32.161
2019-01-06,17:05,7,Ravens,245.496
2019-01-06,17:05,8,Flacco,89.823
2019-01-06,17:05,9,#Eagles,18.330
2019-01-06,17:05,10,Chargers,216.683
2019-01-06,17:35,1,#GoldenGlobes,254.818
2019-01-06,17:35,2,#PHIvsCHI,44.475
2019-01-06,17:35,3,Bears,145.927
2019-01-06,17:35,4,#FlyEaglesFly,72.680
2019-01-06,17:35,5,Foles,37.237
2019-01-06,17:35,6,Lamar Jackson,75.844
2019-01-06,17:35,7,Ravens,250.866
2019-01-06,17:35,8,#Eagles,20.244
2019-01-06,17:35,9,Flacco,91.531
2019-01-06,17:35,10,Trubisky,16.667
2019-01-06,18:05,1,#FlyEaglesFly,130.859
2019-01-06,18:05,2,Bears,235.470
2019-01-06,18:05,3,Cody Parkey,43.577
2019-01-06,18:05,4,#PHIvsCHI,63.231
2019-01-06,18:05,5,#GoldenGlobes,365.071
2019-01-06,18:05,6,Nick Foles,35.636
2019-01-06,18:05,7,#Eagles,30.190
2019-01-06,18:05,8,Golden Tate,10.524
2019-01-06,18:05,9,Philly,48.829
2019-01-06,18:05,10,Trubisky,21.453
2019-01-06,18:35,1,#GoldenGlobes,530.409
2019-01-06,18:35,2,Cody Parkey,78.586
2019-01-06,18:35,3,#FlyEaglesFly,156.464
2019-01-06,18:35,4,Bears,288.638
2019-01-06,18:35,5,#PHIvsCHI,69.131
2019-01-06,18:35,6,Nick Foles,43.300
2019-01-06,18:35,7,#Eagles,35.282
2019-01-06,18:35,8,Sandra Oh,39.354
2019-01-06,18:35,9,Robbie Gould,0
2019-01-06,18:35,10,Golden Tate,11.175
2019-01-06,19:05,1,#GoldenGlobes,665.285
2019-01-06,19:05,2,Cody Parkey,98.045
2019-01-06,19:05,3,Bears,313.439
2019-01-06,19:05,4,#FlyEaglesFly,166.844
2019-01-06,19:05,5,#PHIvsCHI,70.996
2019-01-06,19:05,6,Nick Foles,47.439
2019-01-06,19:05,7,#Eagles,38.100
2019-01-06,19:05,8,Sandra Oh,48.957
2019-01-06,19:05,9,#GoldenGlobeAwards,0
2019-01-06,19:05,10,The Americans,19.329
2019-01-06,19:35,1,#GoldenGlobes,869.841
2019-01-06,19:35,2,Cody Parkey,113.906
2019-01-06,19:35,3,Carol Burnett,20.110
2019-01-06,19:35,4,Bears,333.538
2019-01-06,19:35,5,#FlyEaglesFly,176.839
2019-01-06,19:35,6,Nick Foles,51.099
2019-01-06,19:35,7,#PHIvsCHI,72.729
2019-01-06,19:35,8,#GoldenGlobeAwards,0
2019-01-06,19:35,9,#Eagles,40.426
2019-01-06,19:35,10,Sandra Oh,84.543
2019-01-06,20:05,1,#GoldenGlobes,1.035.140
2019-01-06,20:05,2,Cody Parkey,129.454
2019-01-06,20:05,3,Carol Burnett,23.322
2019-01-06,20:05,4,Regina King,30.529
2019-01-06,20:05,5,Sandra Oh,106.595
2019-01-06,20:05,6,Bears,347.707
2019-01-06,20:05,7,#FlyEaglesFly,185.323
2019-01-06,20:05,8,#GoldenGlobeAwards,10.761
2019-01-06,20:05,9,Nick Foles,53.754
2019-01-06,20:05,10,#PHIvsCHI,73.570
2019-01-06,20:35,1,#GoldenGlobes,1.178.922
2019-01-06,20:35,2,Christian Bale,41.389
2019-01-06,20:35,3,Cody Parkey,145.986
2019-01-06,20:35,4,Carol Burnett,25.420
2019-01-06,20:35,5,Regina King,33.771
2019-01-06,20:35,6,Sandra Oh,120.271
2019-01-06,20:35,7,Bears,361.401
2019-01-06,20:35,8,#GoldenGlobeAwards,12.880
2019-01-06,20:35,9,#FlyEaglesFly,190.721
2019-01-06,20:35,10,Darren Criss,21.130
2019-01-06,21:00,1,#GoldenGlobes,1.279.627
2019-01-06,21:00,2,Jeff Bridges,25.272
2019-01-06,21:00,3,Christian Bale,47.833
2019-01-06,21:00,4,Cody Parkey,159.301
2019-01-06,21:00,5,Carol Burnett,27.022
2019-01-06,21:00,6,Regina King,35.514
2019-01-06,21:00,7,Sandra Oh,128.375
2019-01-06,21:00,8,#GoldenGlobeAwards2019,0
2019-01-06,21:00,9,Bears,371.106
2019-01-06,21:00,10,#FlyEaglesFly,194.051
2019-01-06,21:30,1,#GoldenGlobes,1.452.025
2019-01-06,21:30,2,Jeff Bridges,27.184
2019-01-06,21:30,3,Green Book,37.730
2019-01-06,21:30,4,Christian Bale,53.930
2019-01-06,21:30,5,#GoldenGlobeAwards,17.327
2019-01-06,21:30,6,Cody Parkey,172.382
2019-01-06,21:30,7,Olivia Colman,20.611
2019-01-06,21:30,8,Carol Burnett,28.150
2019-01-06,21:30,9,Bears,375.371
2019-01-06,21:30,10,Regina King,37.474
2019-01-06,22:05,1,#GoldenGlobes,1.553.190
2019-01-06,22:05,2,Bohemian Rhapsody,201.195
2019-01-06,22:05,3,Glenn Close,38.768
2019-01-06,22:05,4,Jeff Bridges,28.775
2019-01-06,22:05,5,Green Book,43.859
2019-01-06,22:05,6,Rami Malek,104.636
2019-01-06,22:05,7,#GoldenGlobeAwards,18.248
2019-01-06,22:05,8,Christian Bale,59.387
2019-01-06,22:05,9,Cody Parkey,184.102
2019-01-06,22:05,10,Olivia Colman,22.292
2019-01-06,22:34,1,#GoldenGlobes,1.604.002
2019-01-06,22:34,2,Bohemian Rhapsody,214.573
2019-01-06,22:34,3,Glenn Close,41.966
2019-01-06,22:34,4,Jeff Bridges,29.674
2019-01-06,22:34,5,Green Book,46.263
2019-01-06,22:34,6,Rami Malek,114.494
2019-01-06,22:34,7,#GoldenGlobeAwards,18.953
2019-01-06,22:34,8,Christian Bale,63.367
2019-01-06,22:34,9,Golden Globe,150.778
2019-01-06,22:34,10,Cody Parkey,192.439
2019-01-06,23:04,1,#GoldenGlobes,1.644.628
2019-01-06,23:04,2,Bohemian Rhapsody,220.189
2019-01-06,23:04,3,Glenn Close,47.672
2019-01-06,23:04,4,Jeff Bridges,30.407
2019-01-06,23:04,5,Green Book,48.011
2019-01-06,23:04,6,Rami Malek,121.267
2019-01-06,23:04,7,Christian Bale,66.284
2019-01-06,23:04,8,#GoldenGlobeAwards,19.403
2019-01-06,23:04,9,Golden Globe,160.129
2019-01-06,23:04,10,Cody Parkey,199.255
2019-01-06,23:34,1,#GoldenGlobes,1.680.681
2019-01-06,23:34,2,Bohemian Rhapsody,227.798
2019-01-06,23:34,3,Glenn Close,51.819
2019-01-06,23:34,4,Green Book,49.485
2019-01-06,23:34,5,Jeff Bridges,31.024
2019-01-06,23:34,6,Rami Malek,127.218
2019-01-06,23:34,7,Christian Bale,69.100
2019-01-06,23:34,8,#GoldenGlobeAwards,19.789
2019-01-06,23:34,9,Golden Globe,167.842
2019-01-06,23:34,10,Cody Parkey,204.769
2019-01-07,00:04,1,#GoldenGlobes,1.711.017
2019-01-07,00:04,2,Bohemian Rhapsody,230.716
2019-01-07,00:04,3,Glenn Close,54.425
2019-01-07,00:04,4,Green Book,50.764
2019-01-07,00:04,5,Jeff Bridges,31.574
2019-01-07,00:04,6,Rami Malek,132.054
2019-01-07,00:04,7,Christian Bale,71.253
2019-01-07,00:04,8,#GoldenGlobeAwards,20.153
2019-01-07,00:04,9,Golden Globe,173.283
2019-01-07,00:04,10,Lady Gaga,502.980
2019-01-07,00:35,1,#GoldenGlobes,1.737.458
2019-01-07,00:35,2,Bohemian Rhapsody,236.243
2019-01-07,00:35,3,Glenn Close,56.466
2019-01-07,00:35,4,Jeff Bridges,31.951
2019-01-07,00:35,5,Rami Malek,136.526
2019-01-07,00:35,6,Green Book,51.820
2019-01-07,00:35,7,Christian Bale,73.169
2019-01-07,00:35,8,#GoldenGlobeAwards,20.410
2019-01-07,00:35,9,Golden Globe,178.267
2019-01-07,00:35,10,Lady Gaga,509.234
2019-01-07,01:04,1,#GoldenGlobes,1.761.438
2019-01-07,01:04,2,Bohemian Rhapsody,238.323
2019-01-07,01:04,3,Glenn Close,58.408
2019-01-07,01:04,4,Jeff Bridges,32.292
2019-01-07,01:04,5,Rami Malek,140.096
2019-01-07,01:04,6,Green Book,52.714
2019-01-07,01:04,7,Christian Bale,74.745
2019-01-07,01:04,8,#GoldenGlobeAwards,20.649
2019-01-07,01:04,9,Golden Globe,182.564
2019-01-07,01:04,10,Lady Gaga,513.963
2019-01-07,01:34,1,Bohemian Rhapsody,243.494
2019-01-07,01:34,2,#GoldenGIobes,49.027
2019-01-07,01:34,3,Glenn Close,60.118
2019-01-07,01:34,4,jeff bridges,32.643
2019-01-07,01:34,5,Green Book,53.654
2019-01-07,01:34,6,Rami Malek,144.149
2019-01-07,01:34,7,Christian Bale,76.426
2019-01-07,01:34,8,#GoldenGlobeAwards,20.870
2019-01-07,01:34,9,Golden Globe,186.728
2019-01-07,01:34,10,Olivia Colman,26.040
2019-01-07,02:04,1,Bohemian Rhapsody,244.748
2019-01-07,02:04,2,#GoldenGIobes,50.054
2019-01-07,02:04,3,Glenn Close,61.224
2019-01-07,02:04,4,Green Book,54.383
2019-01-07,02:04,5,Rami Malek,147.710
2019-01-07,02:04,6,#GoldenGlobeAwards2019,14.800
2019-01-07,02:04,7,Olivia Colman,26.406
2019-01-07,02:04,8,Freddie Mercury,62.431
2019-01-07,02:04,9,The Wife,15.607
2019-01-07,02:04,10,#withiKONimOK,53.381
2019-01-07,02:29,1,Bohemian Rhapsody,248.760
2019-01-07,02:29,2,Glenn Close,62.543
2019-01-07,02:29,3,Green Book,54.972
2019-01-07,02:29,4,Rami Malek,150.975
2019-01-07,02:29,5,#withiKONimOK,95.114
2019-01-07,02:29,6,Olivia Colman,26.802
2019-01-07,02:29,7,Freddie Mercury,63.836
2019-01-07,02:29,8,The Wife,15.861
2019-01-07,02:29,9,#AddABirdToAMovieOrShow,0
2019-01-07,02:29,10,Best Picture,22.720
2019-01-07,03:05,1,Bohemian Rhapsody,250.794
2019-01-07,03:05,2,Glenn Close,64.345
2019-01-07,03:05,3,#withiKONimOK,147.437
2019-01-07,03:05,4,Rami Malek,155.413
2019-01-07,03:05,5,#AddABirdToAMovieOrShow,0
2019-01-07,03:05,6,#MondayMotivation,56.270
2019-01-07,03:05,7,Gabon,49.704
2019-01-07,03:05,8,Freddie Mercury,65.658
2019-01-07,03:05,9,The Wife,15.921
2019-01-07,03:05,10,Bryan Singer,11.430
2019-01-07,03:36,1,Bohemian Rhapsody,256.253
2019-01-07,03:36,2,#withiKONimOK,180.967
2019-01-07,03:36,3,Glenn Close,65.979
2019-01-07,03:36,4,Rami Malek,159.849
2019-01-07,03:36,5,#MondayMotivation,61.413
2019-01-07,03:36,6,#AddABirdToAMovieOrShow,0
2019-01-07,03:36,7,#bfc530,0
2019-01-07,03:36,8,Gabon,54.992
2019-01-07,03:36,9,Freddie Mercury,67.699
2019-01-07,03:36,10,Bryan Singer,11.866
2019-01-07,04:01,1,#withiKONimOK,199.728
2019-01-07,04:01,2,#MondayMotivation,65.160
2019-01-07,04:01,3,#bfc530,0
2019-01-07,04:01,4,#AddABirdToAMovieOrShow,0
2019-01-07,04:01,5,#MondayMorning,0
2019-01-07,04:01,6,Bryan Singer,12.216
2019-01-07,04:01,7,I'M OK,191.173
2019-01-07,04:01,8,Good Monday,0
2019-01-07,04:01,9,Moshe Arens,0
2019-01-07,04:01,10,Mill Basin,0
2019-01-07,04:31,1,#MondayMotivation,69.991
2019-01-07,04:31,2,#MondayMorning,0
2019-01-07,04:31,3,#withiKONimOK,217.407
2019-01-07,04:31,4,#AddABirdToAMovieOrShow,0
2019-01-07,04:31,5,Good Monday,0
2019-01-07,04:31,6,#bfc530,0
2019-01-07,04:31,7,Moshe Arens,0
2019-01-07,04:31,8,Bryan Singer,12.649
2019-01-07,04:31,9,Susan Zirinsky,0
2019-01-07,04:31,10,I'M OK,202.299
2019-01-07,05:06,1,#MondayMotivation,75.868
2019-01-07,05:06,2,#MondayMorning,0
2019-01-07,05:06,3,#mondaythoughts,0
2019-01-07,05:06,4,#AddABirdToAMovieOrShow,0
2019-01-07,05:06,5,#withiKONimOK,234.576
2019-01-07,05:06,6,Good Monday,0
2019-01-07,05:06,7,Moshe Arens,0
2019-01-07,05:06,8,Victory Monday,0
2019-01-07,05:06,9,Susan Zirinsky,0
2019-01-07,05:06,10,i'm ok,207.659
2019-01-07,05:36,1,#MondayMotivation,81.024
2019-01-07,05:36,2,#MondayMorning,0
2019-01-07,05:36,3,#mondaythoughts,0
2019-01-07,05:36,4,Good Monday,0
2019-01-07,05:36,5,#AddABirdToAMovieOrShow,0
2019-01-07,05:36,6,Victory Monday,0
2019-01-07,05:36,7,#withiKONimOK,249.589
2019-01-07,05:36,8,Eli Lilly,0
2019-01-07,05:36,9,Loxo Oncology for $8,0
2019-01-07,05:36,10,Monday of 2019,0
2019-01-07,06:06,1,#MondayMotivation,86.513
2019-01-07,06:06,2,#MondayMorning,10.277
2019-01-07,06:06,3,#mondaythoughts,0
2019-01-07,06:06,4,#ThingsNotFoundInMyCar,0
2019-01-07,06:06,5,#AddABirdToAMovieOrShow,0
2019-01-07,06:06,6,Good Monday,0
2019-01-07,06:06,7,Victory Monday,0
2019-01-07,06:06,8,Eli Lilly,0
2019-01-07,06:06,9,Monday of 2019,0
2019-01-07,06:06,10,Zora Neale Hurston,0
2019-01-07,06:36,1,#MondayMotivation,92.511
2019-01-07,06:36,2,#MondayMorning,11.673
2019-01-07,06:36,3,#mondaythoughts,0
2019-01-07,06:36,4,#ThingsNotFoundInMyCar,0
2019-01-07,06:36,5,#MotivationMonday,0
2019-01-07,06:36,6,Good Monday,0
2019-01-07,06:36,7,Victory Monday,0
2019-01-07,06:36,8,Monday of 2019,0
2019-01-07,06:36,9,Eli Lilly,0
2019-01-07,06:36,10,First Monday,0
2019-01-07,07:06,1,#MondayMotivation,98.956
2019-01-07,07:06,2,#MondayMorning,13.142
2019-01-07,07:06,3,#TODAYPuppyParty,0
2019-01-07,07:06,4,#mondaythoughts,0
2019-01-07,07:06,5,#ThingsNotFoundInMyCar,0
2019-01-07,07:06,6,Monday of 2019,0
2019-01-07,07:06,7,Good Monday,0
2019-01-07,07:06,8,victory monday,0
2019-01-07,07:06,9,First Monday,0
2019-01-07,07:06,10,Gov Ball,0
